"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"4403","2021-22",31,"LAC","NBA","SG",75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2,0.4,0.008,-1.4,-1.6,-3,-0.6,"Reggie Jackson","2011",24
"4404","Career",NA,"","NBA","",703,18001,15.3,0.522,0.34,0.202,2.2,10.6,6.5,27.4,1.4,0.4,13.1,24.7,17.6,15.9,33.5,0.089,0.8,-0.8,0,9.1,"Reggie Jackson","2011",24
"4405","6 seasons",NA,"DET","NBA","",299,8589,16.9,0.527,0.318,0.235,2.4,9,5.6,33,1.2,0.3,13.3,27,11.6,6.5,18.1,0.101,1.9,-1.1,0.8,6.1,"Reggie Jackson","2011",24
"4406","4 seasons",NA,"OKC","NBA","",245,5169,14.6,0.513,0.288,0.194,2.4,13,7.9,22.6,1.8,0.4,14,21.3,5,5.5,10.5,0.097,0,-0.1,-0.1,2.5,"Reggie Jackson","2011",24
"4407","3 seasons",NA,"LAC","NBA","",159,4243,12.9,0.521,0.443,0.137,1.8,11,6.6,22.2,1.2,0.5,11.8,24.1,1,3.8,4.9,0.055,-0.5,-0.9,-1.5,0.5,"Reggie Jackson","2011",24
"4408","2011-12",23,"NJN","NBA","SG",56,1648,12.9,0.502,0.234,0.231,4.8,9.4,7,14.6,1.7,0.7,14.3,22.9,0.5,0.3,0.8,0.022,-0.7,-1.7,-2.4,-0.2,"MarShon Brooks","2011",25
"4409","2012-13",24,"BRK","NBA","SG",73,912,13.5,0.523,0.164,0.281,4.1,9.4,6.7,14.6,2,1.3,15.5,22.5,0.5,0.8,1.3,0.068,-1.6,-0.1,-1.7,0.1,"MarShon Brooks","2011",25
"4410","2013-14",25,"TOT","NBA","SG",35,316,15.5,0.551,0.2,0.352,3.4,15.5,9.3,12.9,2.2,0.9,14.3,23.4,0.1,0.3,0.4,0.06,-0.6,-0.5,-1.1,0.1,"MarShon Brooks","2011",25
"4411","2013-14",25,"BOS","NBA","SG",10,73,10.7,0.514,0.167,0.583,1.5,28.8,14.8,8.6,0.7,1.1,18.8,22.6,-0.1,0.1,0,0.017,-2.5,0.3,-2.2,0,"MarShon Brooks","2011",25
"4412","2013-14",25,"GSW","NBA","SG",7,15,24.3,0.44,0.154,0.308,7.4,28.6,18.2,0,3.3,0,0,43.3,0,0,0,0.087,-2,0.3,-1.6,0,"MarShon Brooks","2011",25
"4413","2013-14",25,"LAL","NBA","SG",18,228,16.5,0.578,0.216,0.295,3.7,10.3,7,15.2,2.6,0.9,14.6,22.3,0.2,0.1,0.3,0.072,0.1,-0.8,-0.7,0.1,"MarShon Brooks","2011",25
"4414","2017-18",29,"MEM","NBA","SG",7,193,26.1,0.629,0.314,0.225,4.7,8,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4,"MarShon Brooks","2011",25
"4415","2018-19",30,"MEM","NBA","SG",29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11,1.2,1,10.3,23.6,-0.2,0.3,0.1,0.018,-1.9,-1.1,-3,-0.1,"MarShon Brooks","2011",25
"4416","Career",NA,"","NBA","",200,3456,13.9,0.523,0.23,0.249,4.3,9.9,7.1,14.7,1.8,1,14,23.3,1.5,1.8,3.3,0.046,-0.6,-1,-1.6,0.4,"MarShon Brooks","2011",25
"4417","2 seasons",NA,"NJN,BRK","NBA","",129,2560,13.1,0.509,0.21,0.248,4.6,9.4,6.9,14.6,1.8,0.9,14.7,22.7,0.9,1.1,2.1,0.039,-1,-1.1,-2.1,-0.1,"MarShon Brooks","2011",25
"4418","2 seasons",NA,"MEM","NBA","",36,580,16.4,0.56,0.317,0.207,3.8,9.1,6.4,16,1.7,1.1,11.1,25.7,0.4,0.5,0.9,0.072,1.2,-0.9,0.4,0.4,"MarShon Brooks","2011",25
"4419","1 season",NA,"LAL","NBA","",18,228,16.5,0.578,0.216,0.295,3.7,10.3,7,15.2,2.6,0.9,14.6,22.3,0.2,0.1,0.3,0.072,0.1,-0.8,-0.7,0.1,"MarShon Brooks","2011",25
"4420","1 season",NA,"BOS","NBA","",10,73,10.7,0.514,0.167,0.583,1.5,28.8,14.8,8.6,0.7,1.1,18.8,22.6,-0.1,0.1,0,0.017,-2.5,0.3,-2.2,0,"MarShon Brooks","2011",25
"4421","1 season",NA,"GSW","NBA","",7,15,24.3,0.44,0.154,0.308,7.4,28.6,18.2,0,3.3,0,0,43.3,0,0,0,0.087,-2,0.3,-1.6,0,"MarShon Brooks","2011",25
"4422","2011-12",21,"DEN","NBA","SF",26,258,13.9,0.508,0.423,0.045,5.1,22.4,14,12.6,0.8,0.9,12.4,22.3,0.1,0.2,0.3,0.055,1.3,-1.1,0.1,0.1,"Jordan Hamilton","2011",26
"4423","2012-13",22,"DEN","NBA","SF",40,397,16.9,0.49,0.363,0.129,9.2,17.4,13.4,9.2,1.9,1.6,8.2,25.3,0.4,0.5,0.8,0.1,2.1,-1.2,0.9,0.3,"Jordan Hamilton","2011",26
"4424","2013-14",23,"TOT","NBA","SF",60,1019,12.7,0.507,0.527,0.136,3.5,17.1,10.4,7.9,2.1,1.5,10.4,18.7,0.4,1.1,1.6,0.073,0.2,0.6,0.7,0.7,"Jordan Hamilton","2011",26
"4425","2013-14",23,"DEN","NBA","SF",39,670,13.2,0.497,0.508,0.122,3.7,17.8,10.7,7.8,2.3,1.4,9.2,18.7,0.2,0.7,1,0.069,0.7,0.9,1.6,0.6,"Jordan Hamilton","2011",26
"4426","2013-14",23,"HOU","NBA","SF",21,349,11.7,0.528,0.566,0.164,3,15.7,9.7,8,1.9,1.5,12.7,18.8,0.2,0.4,0.6,0.08,-0.9,0,-1,0.1,"Jordan Hamilton","2011",26
"4427","2014-15",24,"LAC","NBA","SF",14,122,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,0.1,0.1,0.1,0.059,-1.7,-0.7,-2.4,0,"Jordan Hamilton","2011",26
"4428","2015-16",25,"NOP","NBA","SF",11,304,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,0,0.2,0.2,0.03,-1.6,-1.7,-3.3,-0.1,"Jordan Hamilton","2011",26
"4429","Career",NA,"","NBA","",151,2100,13.4,0.503,0.458,0.123,4.8,17.8,11.4,9.5,1.7,1.2,10.3,20.4,1,2,3,0.069,0.3,-0.4,-0.1,1,"Jordan Hamilton","2011",26
"4430","3 seasons",NA,"DEN","NBA","",105,1325,14.5,0.496,0.44,0.11,5.6,18.6,12.2,9.2,1.9,1.4,9.5,21.4,0.7,1.4,2.1,0.076,1.3,-0.1,1.1,1.1,"Jordan Hamilton","2011",26
"4431","1 season",NA,"HOU","NBA","",21,349,11.7,0.528,0.566,0.164,3,15.7,9.7,8,1.9,1.5,12.7,18.8,0.2,0.4,0.6,0.08,-0.9,0,-1,0.1,"Jordan Hamilton","2011",26
"4432","1 season",NA,"LAC","NBA","",14,122,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,0.1,0.1,0.1,0.059,-1.7,-0.7,-2.4,0,"Jordan Hamilton","2011",26
"4433","1 season",NA,"NOP","NBA","",11,304,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,0,0.2,0.2,0.03,-1.6,-1.7,-3.3,-0.1,"Jordan Hamilton","2011",26
"4434","2011-12",22,"BOS","NBA","PF",36,298,11.4,0.456,0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1,"JaJuan Johnson","2011",27
"4435","Career",NA,"","NBA","",36,298,11.4,0.456,0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1,"JaJuan Johnson","2011",27
"4436","2011-12",23,"MIA","NBA","PG",65,1260,7.9,0.452,0.169,0.189,2.1,6.4,4.3,17,1.8,0.1,17.7,21.8,-1.4,1.4,0,0,-4.9,-1.4,-6.3,-1.4,"Norris Cole","2011",28
"4437","2012-13",24,"MIA","NBA","PG",80,1590,7.9,0.483,0.231,0.188,1.5,8.2,5,15.2,1.9,0.4,18.4,17,-0.8,1.4,0.6,0.019,-4.3,-0.6,-4.9,-1.2,"Norris Cole","2011",28
"4438","2013-14",25,"MIA","NBA","PG",82,2014,8.8,0.497,0.348,0.136,1.1,8.6,5,17.9,2,0.2,19.3,15.6,-0.5,1.7,1.2,0.029,-2.8,-0.4,-3.1,-0.6,"Norris Cole","2011",28
"4439","2014-15",26,"TOT","NBA","PG",75,1831,10.9,0.483,0.315,0.145,0.9,9.3,5.1,22.2,1.6,0.7,14.3,17.5,0.4,1,1.4,0.036,-2.1,-0.7,-2.8,-0.4,"Norris Cole","2011",28
"4440","2014-15",26,"MIA","NBA","PG",47,1148,9.9,0.452,0.333,0.15,1.3,9.8,5.7,22.9,1.9,0.6,15.1,15.7,-0.1,0.8,0.6,0.027,-2.6,-0.4,-3,-0.3,"Norris Cole","2011",28
"4441","2014-15",26,"NOP","NBA","PG",28,683,12.6,0.52,0.294,0.139,0.2,8.3,4.2,21.2,1.2,0.8,13.3,20.6,0.5,0.3,0.7,0.052,-1.1,-1.2,-2.4,0,"Norris Cole","2011",28
"4442","2015-16",27,"NOP","NBA","PG",45,1198,10.8,0.465,0.211,0.134,0.9,13.5,7,22,1.5,0.3,12.8,21.7,-0.6,0.5,-0.1,-0.004,-2.9,-0.9,-3.8,-0.5,"Norris Cole","2011",28
"4443","2016-17",28,"OKC","NBA","PG",13,125,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-7.5,0.8,-6.7,-0.1,"Norris Cole","2011",28
"4444","Career",NA,"","NBA","",360,8018,9.2,0.475,0.259,0.158,1.2,9.1,5.2,18.8,1.8,0.3,16.4,18.3,-3.2,6.2,3,0.018,-3.4,-0.7,-4.1,-4.1,"Norris Cole","2011",28
"4445","4 seasons",NA,"MIA","NBA","",274,6012,8.6,0.473,0.268,0.166,1.4,8.3,5,17.9,1.9,0.3,17.9,17.3,-2.8,5.3,2.5,0.02,-3.6,-0.6,-4.3,-3.4,"Norris Cole","2011",28
"4446","2 seasons",NA,"NOP","NBA","",73,1881,11.5,0.484,0.239,0.136,0.6,11.6,6,21.7,1.4,0.5,12.9,21.3,-0.2,0.8,0.6,0.016,-2.2,-1,-3.2,-0.6,"Norris Cole","2011",28
"4447","1 season",NA,"OKC","NBA","",13,125,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-7.5,0.8,-6.7,-0.1,"Norris Cole","2011",28
"4448","2011-12",20,"SAS","NBA","PG",29,266,6.9,0.374,0.214,0.243,2.2,8.5,5.4,17.4,1.4,0.8,13.4,15.4,-0.2,0.2,0,0.001,-4.4,-0.6,-5,-0.2,"Cory Joseph","2011",29
"4449","2012-13",21,"SAS","NBA","PG",28,388,13.5,0.528,0.191,0.191,3.8,11.3,7.7,20.2,2,0.7,15,16.6,0.4,0.5,0.9,0.113,-1.2,0.8,-0.4,0.2,"Cory Joseph","2011",29
"4450","2013-14",22,"SAS","NBA","SG",68,936,14.7,0.558,0.143,0.362,4,8.7,6.4,17.2,1.9,1.1,12.3,16.9,1.6,1.3,2.9,0.148,-0.4,1.3,0.9,0.7,"Cory Joseph","2011",29
"4451","2014-15",23,"SAS","NBA","PG",79,1444,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17,2.7,1.8,4.5,0.149,0.2,1.3,1.4,1.2,"Cory Joseph","2011",29
"4452","2015-16",24,"TOR","NBA","SG",80,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,1.8,1.7,3.5,0.082,-1.1,-0.1,-1.2,0.4,"Cory Joseph","2011",29
"4453","2016-17",25,"TOR","NBA","PG",80,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.082,-0.9,-0.4,-1.3,0.4,"Cory Joseph","2011",29
"4454","2017-18",26,"IND","NBA","PG",82,2210,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3,"Cory Joseph","2011",29
"4455","2018-19",27,"IND","NBA","PG",82,2063,11,0.474,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,0.5,2.9,3.5,0.081,-2.1,1.7,-0.4,0.9,"Cory Joseph","2011",29
"4456","2019-20",28,"SAC","NBA","PG",72,1759,10.1,0.517,0.386,0.17,2.7,9.4,6,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2,0,"Cory Joseph","2011",29
"4457","2020-21",29,"TOT","NBA","PG",63,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.8,0,-1.8,0.1,"Cory Joseph","2011",29
"4458","2020-21",29,"SAC","NBA","PG",44,944,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2,0.8,14,14.3,0.4,0.3,0.7,0.037,-3,-0.3,-3.3,-0.3,"Cory Joseph","2011",29
"4459","2020-21",29,"DET","NBA","PG",19,502,17.3,0.588,0.216,0.233,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,0.8,0.5,1.4,0.13,0.5,0.4,0.9,0.4,"Cory Joseph","2011",29
"4460","2021-22",30,"DET","NBA","PG",65,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,1.7,0.8,2.5,0.075,-2,-0.1,-2.1,0,"Cory Joseph","2011",29
"4461","Career",NA,"","NBA","",728,16161,12.1,0.524,0.261,0.218,2.6,10.5,6.5,19.4,1.7,0.9,13.4,15.6,13.8,14.8,28.7,0.085,-1.5,0.4,-1.1,3.9,"Cory Joseph","2011",29
"4462","4 seasons",NA,"SAS","NBA","",204,3034,14.2,0.543,0.138,0.324,3.6,10.3,7,18.8,1.7,0.9,12.8,16.8,4.5,3.8,8.3,0.131,-0.6,1.1,0.5,1.9,"Cory Joseph","2011",29
"4463","2 seasons",NA,"IND","NBA","",164,4273,11,0.489,0.313,0.119,2.1,12,7.1,18.3,2,0.8,12.1,14.3,1.7,4.9,6.6,0.074,-2,1,-1,1.1,"Cory Joseph","2011",29
"4464","2 seasons",NA,"TOR","NBA","",160,4049,12.8,0.515,0.197,0.238,2.5,9.9,6.3,19.6,1.6,0.7,13.2,17.7,3.5,3.4,6.9,0.082,-1,-0.3,-1.2,0.8,"Cory Joseph","2011",29
"4465","2 seasons",NA,"SAC","NBA","",116,2703,10,0.523,0.382,0.177,2.8,9.2,5.9,17.6,1.6,1,14.8,13.4,1.6,1.4,3,0.053,-2.4,0,-2.4,-0.3,"Cory Joseph","2011",29
"4466","2 seasons",NA,"DET","NBA","",84,2102,12.8,0.582,0.339,0.267,1.9,10.5,6.1,24.6,1.5,1.1,15.7,15.7,2.5,1.3,3.9,0.088,-1.4,0,-1.3,0.4,"Cory Joseph","2011",29
"4467","2011-12",22,"CHI","NBA","SG",42,359,12.5,0.526,0.139,0.709,7.3,10.1,8.7,5.7,1.6,1,11.9,14.9,0.5,0.6,1.1,0.144,-1.8,0.5,-1.3,0.1,"Jimmy Butler","2011",30
"4468","2012-13",23,"CHI","NBA","SF",82,2134,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2,1.1,9.2,14.6,4.4,2.6,7,0.158,1,1,2,2.1,"Jimmy Butler","2011",30
"4469","2013-14",24,"CHI","NBA","SG",67,2591,13.5,0.522,0.346,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,2.4,4.6,7.1,0.131,-0.9,2,1.1,2,"Jimmy Butler","2011",30
"4470","2014-15",25,"CHI","NBA","SG",65,2513,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1,7.7,21.6,8.2,3,11.2,0.214,3.4,1.2,4.6,4.2,"Jimmy Butler","2011",30
"4471","2015-16",26,"CHI","NBA","SG",67,2474,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,9.1,0.177,3.2,1.2,4.4,3.9,"Jimmy Butler","2011",30
"4472","2016-17",27,"CHI","NBA","SF",76,2809,25.1,0.586,0.198,0.54,4.9,13.2,9,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.6,1.7,7.3,6.6,"Jimmy Butler","2011",30
"4473","2017-18",28,"MIN","NBA","SG",59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2,"Jimmy Butler","2011",30
"4474","2018-19",29,"TOT","NBA","SF,SG",65,2185,20.2,0.571,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,"Jimmy Butler","2011",30
"4475","2018-19",29,"MIN","NBA","SG",10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23,1,0.4,1.3,0.176,4.7,2.2,6.9,0.8,"Jimmy Butler","2011",30
"4476","2018-19",29,"PHI","NBA","SF",55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,"Jimmy Butler","2011",30
"4477","2019-20",30,"MIA","NBA","SF",58,1959,23.6,0.585,0.157,0.693,6.3,15.4,11,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9,0.221,4,1.5,5.4,3.7,"Jimmy Butler","2011",30
"4478","2020-21",31,"MIA","NBA","SF",52,1745,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3,"Jimmy Butler","2011",30
"4479","2021-22",32,"MIA","NBA","SF",57,1931,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4,"Jimmy Butler","2011",30
"4480","Career",NA,"","NBA","",690,22864,21.1,0.578,0.201,0.513,5.3,12.4,8.9,20.1,2.5,1.2,9.6,22.7,63.7,29.9,93.6,0.196,3.3,1.4,4.7,38.3,"Jimmy Butler","2011",30
"4481","6 seasons",NA,"CHI","NBA","",399,12880,19.3,0.568,0.224,0.5,4.9,11.4,8.2,16.2,2.3,1.1,9.3,20.9,32,17.3,49.3,0.184,2.5,1.4,3.8,18.9,"Jimmy Butler","2011",30
"4482","3 seasons",NA,"MIA","NBA","",167,5635,24.5,0.594,0.145,0.601,6.2,15.3,10.9,29.7,2.7,1.4,10.8,26,19.1,8.3,27.5,0.234,4.6,1.9,6.5,12,"Jimmy Butler","2011",30
"4483","2 seasons",NA,"MIN","NBA","",69,2525,23.5,0.588,0.227,0.451,4.2,12.4,8.3,20.2,2.8,1.2,8.6,24.6,8.1,2.2,10.3,0.195,5,1,5.9,5.1,"Jimmy Butler","2011",30
"4484","1 season",NA,"PHI","NBA","",55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,"Jimmy Butler","2011",30
"4485","2014-15",25,"BRK","NBA","SF",78,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,-0.3,-1.4,-1.7,0.1,"Bojan Bogdanović","2011",31
"4486","2015-16",26,"BRK","NBA","SF",79,2115,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.9,0,0.9,0.021,-1,-2.6,-3.5,-0.8,"Bojan Bogdanović","2011",31
"4487","2016-17",27,"TOT","NBA","SF",81,2083,13.5,0.585,0.464,0.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,2,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1,"Bojan Bogdanović","2011",31
"4488","2016-17",27,"BRK","NBA","SF",55,1482,13,0.572,0.453,0.273,1.7,12.3,7,10.1,0.8,0.2,12,22.5,1,0.6,1.6,0.052,-0.5,-2.1,-2.6,-0.2,"Bojan Bogdanović","2011",31
"4489","2016-17",27,"WAS","NBA","SF",26,601,14.7,0.617,0.491,0.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,0.9,0.3,1.3,0.103,0.8,-2,-1.2,0.1,"Bojan Bogdanović","2011",31
"4490","2017-18",28,"IND","NBA","SF",80,2464,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,"Bojan Bogdanović","2011",31
"4491","2018-19",29,"IND","NBA","SF",81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,"Bojan Bogdanović","2011",31
"4492","2019-20",30,"UTA","NBA","SF",63,2083,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,"Bojan Bogdanović","2011",31
"4493","2020-21",31,"UTA","NBA","SF",72,2216,14,0.588,0.498,0.286,2,11.1,6.7,9.1,1,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.2,-0.7,-0.4,0.9,"Bojan Bogdanović","2011",31
"4494","2021-22",32,"UTA","NBA","PF",69,2131,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0,1.1,"Bojan Bogdanović","2011",31
"4495","Career",NA,"","NBA","",603,17519,14,0.591,0.458,0.261,2.1,11.5,6.9,8.3,0.9,0.2,11.2,21.6,21.3,11.7,33,0.09,0.5,-1.4,-0.9,4.8,"Bojan Bogdanović","2011",31
"4496","3 seasons",NA,"BRK","NBA","",212,5451,11.7,0.56,0.45,0.209,2.2,11.3,6.7,7.6,0.8,0.2,11.9,19.5,3.6,1.3,5,0.044,-0.6,-2,-2.6,-0.9,"Bojan Bogdanović","2011",31
"4497","3 seasons",NA,"UTA","NBA","",204,6430,15.1,0.597,0.497,0.288,2.4,11.4,7.1,9.3,0.9,0.2,11.4,24,9,5.6,14.6,0.109,1.1,-1.2,-0.1,3.1,"Bojan Bogdanović","2011",31
"4498","2 seasons",NA,"IND","NBA","",161,5037,15,0.61,0.406,0.268,1.4,11.8,6.7,8.3,1.2,0.2,10.1,20.7,7.7,4.5,12.2,0.116,0.9,-0.9,0,2.5,"Bojan Bogdanović","2011",31
"4499","1 season",NA,"WAS","NBA","",26,601,14.7,0.617,0.491,0.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,0.9,0.3,1.3,0.103,0.8,-2,-1.2,0.1,"Bojan Bogdanović","2011",31
"4500","2011-12",22,"ORL","NBA","PF",14,84,1.7,0.318,0.419,0.032,4.1,12.5,8.2,3.9,1.3,2.8,16,20.9,-0.3,0.1,-0.3,-0.145,-7.7,-2.3,-9.9,-0.2,"Justin Harper","2011",32
"4501","2015-16",26,"DET","NBA","PF",5,35,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,0,0,0,0.039,-2.3,-1.9,-4.2,0,"Justin Harper","2011",32
"4502","2016-17",27,"PHI","NBA","PF",3,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1,"Justin Harper","2011",32
"4503","Career",NA,"","NBA","",22,150,3.6,0.414,0.547,0.057,3.7,10,6.8,4.4,1.1,1.6,18.1,20.1,-0.4,0.1,-0.3,-0.093,-5.9,-2.8,-8.7,-0.2,"Justin Harper","2011",32
"4504","1 season",NA,"ORL","NBA","",14,84,1.7,0.318,0.419,0.032,4.1,12.5,8.2,3.9,1.3,2.8,16,20.9,-0.3,0.1,-0.3,-0.145,-7.7,-2.3,-9.9,-0.2,"Justin Harper","2011",32
"4505","1 season",NA,"DET","NBA","",5,35,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,0,0,0,0.039,-2.3,-1.9,-4.2,0,"Justin Harper","2011",32
"4506","1 season",NA,"PHI","NBA","",3,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1,"Justin Harper","2011",32
"4507","2012-13",24,"DET","NBA","SF",82,2293,10,0.517,0.312,0.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,1.1,1.2,2.3,0.048,-2.2,-0.8,-3,-0.6,"Kyle Singler","2011",33
"4508","2013-14",25,"DET","NBA","SF",82,2337,11.8,0.574,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14,3.6,0.7,4.4,0.09,-0.7,-0.7,-1.4,0.3,"Kyle Singler","2011",33
"4509","2014-15",26,"TOT","NBA","SF",80,1743,8.5,0.512,0.54,0.117,2,10.2,6,7.3,1.4,1,10.5,13.2,0.9,1.2,2,0.056,-2.1,0,-2.1,0,"Kyle Singler","2011",33
"4510","2014-15",26,"DET","NBA","SF",54,1287,9.4,0.526,0.534,0.103,1.9,10.2,5.9,7.9,1.3,0.9,10.3,14,0.8,0.8,1.6,0.061,-1.6,-0.1,-1.7,0.1,"Kyle Singler","2011",33
"4511","2014-15",26,"OKC","NBA","SF",26,456,5.8,0.461,0.563,0.167,2.4,10.4,6.5,5.4,1.5,1.2,11.2,11,0,0.4,0.4,0.041,-3.4,0.2,-3.2,-0.1,"Kyle Singler","2011",33
"4512","2015-16",27,"OKC","NBA","SF",68,977,6.6,0.481,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,1.1,0.054,-3.1,-0.1,-3.2,-0.3,"Kyle Singler","2011",33
"4513","2016-17",28,"OKC","NBA","SF",32,385,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,0,0.3,0.3,0.034,-4.1,-0.2,-4.3,-0.2,"Kyle Singler","2011",33
"4514","2017-18",29,"OKC","NBA","SF",12,59,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0,10.1,21.6,-0.1,0,0,-0.031,-5,-1.6,-6.7,-0.1,"Kyle Singler","2011",33
"4515","Career",NA,"","NBA","",356,7794,9.5,0.527,0.41,0.215,4.4,10.3,7.3,5.2,1.3,1.1,11.2,14,5.8,4.3,10,0.062,-2,-0.5,-2.5,-0.9,"Kyle Singler","2011",33
"4516","3 seasons",NA,"DET","NBA","",218,5917,10.6,0.541,0.397,0.216,4.5,10.2,7.3,5.6,1.3,1.2,11.1,14.7,5.6,2.7,8.3,0.067,-1.5,-0.6,-2.1,-0.1,"Kyle Singler","2011",33
"4517","4 seasons",NA,"OKC","NBA","",138,1877,6.3,0.474,0.458,0.214,4.2,10.5,7.4,3.8,1.4,0.9,11.4,11.8,0.2,1.5,1.7,0.044,-3.5,-0.1,-3.6,-0.7,"Kyle Singler","2011",33
