"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"7519","2008-09",23,"POR","NBA","PF",81,3004,19.1,0.529,0.023,0.269,9.5,15.6,12.5,9.3,1.4,2,8,23.7,6.1,3.3,9.5,0.151,1.7,-0.4,1.3,2.5,"LaMarcus Aldridge","2006",2
"7520","2009-10",24,"POR","NBA","PF",78,2922,18.2,0.535,0.014,0.26,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,5.5,3.3,8.8,0.145,1.4,-0.2,1.2,2.3,"LaMarcus Aldridge","2006",2
"7521","2010-11",25,"POR","NBA","PF",81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,0.166,2.6,-0.5,2.1,3.4,"LaMarcus Aldridge","2006",2
"7522","2011-12",26,"POR","NBA","PF",55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,3.4,-0.4,3,2.5,"LaMarcus Aldridge","2006",2
"7523","2012-13",27,"POR","NBA","PF",74,2790,20.4,0.53,0.011,0.264,7.2,20.9,14,13,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3,"LaMarcus Aldridge","2006",2
"7524","2013-14",28,"POR","NBA","PF",69,2498,21.8,0.507,0.011,0.253,7.2,25.5,16.5,13,1.3,1.9,7.2,29.8,4,3.5,7.5,0.144,2.3,0.1,2.3,2.7,"LaMarcus Aldridge","2006",2
"7525","2014-15",29,"POR","NBA","PF",71,2512,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,4.9,3.7,8.6,0.165,3.2,-0.3,2.9,3.1,"LaMarcus Aldridge","2006",2
"7526","2015-16",30,"SAS","NBA","PF",74,2261,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,0.215,2,0.3,2.3,2.5,"LaMarcus Aldridge","2006",2
"7527","2016-17",31,"SAS","NBA","PF",72,2335,18.6,0.532,0.053,0.258,8.5,16.6,12.7,9.9,1,3,7.7,24.5,3.5,3.7,7.2,0.149,0.7,0.1,0.8,1.7,"LaMarcus Aldridge","2006",2
"7528","2017-18",32,"SAS","NBA","C",75,2509,25,0.57,0.068,0.296,10.8,17.3,14,11.3,0.9,3,6.8,29.1,7.4,3.5,10.9,0.209,4.3,-0.4,3.9,3.7,"LaMarcus Aldridge","2006",2
"7529","2018-19",33,"SAS","NBA","C",81,2687,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6,"LaMarcus Aldridge","2006",2
"7530","2019-20",34,"SAS","NBA","C",53,1754,19.7,0.571,0.198,0.241,6.3,17.8,12,11.4,1,4.4,7.8,23.4,3,1.4,4.5,0.122,1.8,-0.5,1.4,1.5,"LaMarcus Aldridge","2006",2
"7531","2020-21",35,"TOT","NBA","C",26,674,15.7,0.556,0.27,0.159,3,15.8,9.4,11,0.8,3.7,7.9,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3,"LaMarcus Aldridge","2006",2
"7532","2020-21",35,"SAS","NBA","C",21,544,15.1,0.545,0.302,0.149,3.3,15.4,9.2,10.2,0.7,2.8,7,22.7,0.3,0.5,0.8,0.067,-0.2,-0.7,-0.9,0.2,"LaMarcus Aldridge","2006",2
"7533","2020-21",35,"BRK","NBA","C",5,130,18.2,0.611,0.104,0.208,1.8,17.8,10.2,14.3,1.1,7.4,11.8,19.9,0.2,0.2,0.4,0.135,0.1,2.1,2.2,0.1,"LaMarcus Aldridge","2006",2
"7534","2021-22",36,"BRK","NBA","C",47,1050,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4,8,22.4,2.1,1,3.1,0.141,1.3,-0.6,0.7,0.7,"LaMarcus Aldridge","2006",2
"7535","Career",NA,"","NBA","",1076,36242,20.7,0.544,0.042,0.27,8.8,18.8,13.8,10.2,1.1,2.6,8,25.7,72.9,42.8,115.7,0.153,2,-0.3,1.7,33.4,"LaMarcus Aldridge","2006",2
"7536","9 seasons",NA,"POR","NBA","",648,22972,20.3,0.532,0.021,0.269,8.8,18.9,13.8,10.2,1.2,2.2,8.1,25.8,44.4,25,69.4,0.145,1.9,-0.4,1.5,20.5,"LaMarcus Aldridge","2006",2
"7537","6 seasons",NA,"SAS","NBA","",376,12090,21.6,0.563,0.076,0.278,9,18.6,13.9,10.5,0.9,3.2,7.7,26,26.3,16.6,42.8,0.17,2.2,-0.2,2,12.1,"LaMarcus Aldridge","2006",2
"7538","2 seasons",NA,"BRK","NBA","",52,1180,19.5,0.604,0.101,0.221,7.1,18.6,13,7.2,0.7,4.4,8.4,22.1,2.2,1.2,3.4,0.14,1.2,-0.3,0.9,0.9,"LaMarcus Aldridge","2006",2
"7539","2006-07",22,"CHA","NBA","PF",78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-2.7,-2.4,-5.1,-1.8,"Adam Morrison","2006",3
"7540","2008-09",24,"TOT","NBA","SF",52,711,5.7,0.448,0.43,0.103,3.1,10.6,6.9,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,0,0.001,-3.7,-1.1,-4.8,-0.5,"Adam Morrison","2006",3
"7541","2008-09",24,"CHA","NBA","SF",44,667,5.8,0.452,0.436,0.1,3,10.3,6.7,9.4,0.7,0.5,11.6,17.6,-0.5,0.5,0.1,0.004,-3.5,-1,-4.5,-0.4,"Adam Morrison","2006",3
"7542","2008-09",24,"LAL","NBA","SF",8,44,2.9,0.388,0.333,0.167,5.2,15.2,10.3,9.2,0,0,18.9,15.9,-0.1,0,0,-0.045,-6.5,-2.7,-9.2,-0.1,"Adam Morrison","2006",3
"7543","2009-10",25,"LAL","NBA","SF",31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0,0.009,-3.6,-1.1,-4.7,-0.2,"Adam Morrison","2006",3
"7544","Career",NA,"","NBA","",161,3278,7.4,0.448,0.3,0.16,2.9,9.6,6.2,11.3,0.6,0.3,11.4,21.1,-3,1.6,-1.4,-0.021,-3,-2,-5,-2.4,"Adam Morrison","2006",3
"7545","2 seasons",NA,"CHA","NBA","",122,2993,7.4,0.451,0.303,0.165,2.7,9.5,6,11.4,0.7,0.3,11.4,21.4,-2.7,1.3,-1.4,-0.023,-2.9,-2.1,-4.9,-2.2,"Adam Morrison","2006",3
"7546","2 seasons",NA,"LAL","NBA","",39,285,6.7,0.414,0.258,0.103,4.8,10.9,7.9,11,0.5,0.5,11.4,17.9,-0.3,0.3,0,0.001,-4.1,-1.3,-5.4,-0.2,"Adam Morrison","2006",3
"7547","2006-07",20,"CHI","NBA","PF",72,966,14.8,0.521,0.007,0.621,10.6,21.1,15.9,6.6,2.4,6.2,20.8,20.9,-0.4,2.6,2.2,0.11,-4.1,3.1,-1,0.2,"Tyrus Thomas","2006",4
"7548","2007-08",21,"CHI","NBA","PF",74,1330,14.6,0.486,0.014,0.395,8.4,21.1,14.5,11,1.9,4.2,13,19.7,0.4,2.1,2.4,0.088,-2.2,1.6,-0.6,0.5,"Tyrus Thomas","2006",4
"7549","2008-09",22,"CHI","NBA","PF",79,2175,15.9,0.525,0.013,0.445,7.8,18.9,13.4,5.5,2.2,5.1,13.6,19.4,1.2,3.4,4.6,0.101,-1.5,1.5,0,1.1,"Tyrus Thomas","2006",4
"7550","2009-10",23,"TOT","NBA","C,PF",54,1220,16.8,0.511,0.007,0.417,7.8,23.6,15.9,7.8,2.7,5.5,15.6,22.1,-0.3,2.9,2.6,0.103,-2,2.9,0.9,0.9,"Tyrus Thomas","2006",4
"7551","2009-10",23,"CHI","NBA","PF",29,678,16.5,0.523,0.005,0.439,7,22.8,15,7.8,3,5.4,17.5,19.6,-0.2,1.6,1.4,0.101,-1.6,3.6,2,0.7,"Tyrus Thomas","2006",4
"7552","2009-10",23,"CHA","NBA","C",25,542,17.1,0.499,0.009,0.395,8.8,24.7,16.9,7.8,2.3,5.6,13.7,25.1,-0.1,1.3,1.2,0.106,-2.4,1.9,-0.5,0.2,"Tyrus Thomas","2006",4
"7553","2010-11",24,"CHA","NBA","C",41,861,18.2,0.536,0.009,0.411,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,0.4,1.5,1.8,0.103,-1.8,1.2,-0.6,0.3,"Tyrus Thomas","2006",4
"7554","2011-12",25,"CHA","NBA","PF",54,1013,9,0.418,0.009,0.254,5.4,17.7,11.3,6,1.9,4.4,12.7,19,-1.5,0.8,-0.6,-0.029,-5.9,-0.1,-6,-1,"Tyrus Thomas","2006",4
"7555","2012-13",26,"CHA","NBA","PF",26,360,9.6,0.418,0.059,0.228,4.9,14.4,9.5,9.1,2,3.4,10.2,21.1,-0.4,0.2,-0.2,-0.025,-5.1,-1,-6.1,-0.4,"Tyrus Thomas","2006",4
"7556","2014-15",28,"MEM","NBA","PF",2,7,31.4,1.064,0,2,0,0,0,22.5,0,0,0,12.3,0.1,0,0.1,0.477,11.2,7.3,18.5,0,"Tyrus Thomas","2006",4
"7557","Career",NA,"","NBA","",402,7932,14.8,0.5,0.013,0.412,7.9,20.3,14.1,7.2,2.1,5.1,14.5,20.6,-0.5,13.5,13,0.078,-2.8,1.6,-1.2,1.7,"Tyrus Thomas","2006",4
"7558","4 seasons",NA,"CHI","NBA","",254,5149,15.4,0.513,0.011,0.461,8.4,20.4,14.4,7.4,2.3,5.1,15.4,19.8,1,9.7,10.7,0.099,-2.2,2.1,-0.1,2.5,"Tyrus Thomas","2006",4
"7559","4 seasons",NA,"CHA","NBA","",146,2776,13.5,0.476,0.016,0.332,7.1,20.1,13.6,6.8,2,5.1,13.1,22.3,-1.6,3.8,2.2,0.039,-3.9,0.6,-3.2,-0.9,"Tyrus Thomas","2006",4
"7560","1 season",NA,"MEM","NBA","",2,7,31.4,1.064,0,2,0,0,0,22.5,0,0,0,12.3,0.1,0,0.1,0.477,11.2,7.3,18.5,0,"Tyrus Thomas","2006",4
"7561","2006-07",23,"ATL","NBA","PF",81,1514,12.3,0.518,0.011,0.395,10.3,24.5,17.3,4.8,1.8,2,18.3,15.9,0.3,1.9,2.2,0.07,-2.9,-0.4,-3.3,-0.5,"Shelden Williams","2006",5
"7562","2007-08",24,"TOT","NBA","PF",64,776,11.9,0.494,0.009,0.495,10.4,20.5,15.5,3.8,1.5,2.1,11.9,17,0.4,0.8,1.2,0.072,-2.7,-0.7,-3.5,-0.3,"Shelden Williams","2006",5
"7563","2007-08",24,"ATL","NBA","PF",36,414,9.8,0.445,0.01,0.51,9.6,20.5,15.1,4,1.7,2,10.3,14.9,0,0.5,0.5,0.06,-3.6,0.1,-3.5,-0.2,"Shelden Williams","2006",5
"7564","2007-08",24,"SAC","NBA","PF",28,362,14.2,0.538,0.009,0.482,11.3,20.5,16,3.6,1.3,2.1,13.4,19.4,0.3,0.3,0.7,0.087,-1.7,-1.7,-3.4,-0.1,"Shelden Williams","2006",5
"7565","2008-09",25,"TOT","NBA","PF",45,512,13.7,0.503,0.013,0.401,10.9,24.3,17.5,3.8,2.2,2.7,15.5,19.2,0,0.5,0.5,0.048,-2.8,-0.8,-3.5,-0.2,"Shelden Williams","2006",5
"7566","2008-09",25,"SAC","NBA","PF",30,305,12.2,0.521,0.022,0.472,9.5,20.4,14.9,4.2,2,2.4,19.5,19.6,-0.1,0.2,0.1,0.014,-3.2,-1.6,-4.8,-0.2,"Shelden Williams","2006",5
"7567","2008-09",25,"MIN","NBA","PF",15,207,16,0.479,0,0.309,13.1,30,21.2,3.2,2.5,3,9.4,18.6,0.1,0.3,0.4,0.098,-2.2,0.5,-1.7,0,"Shelden Williams","2006",5
"7568","2009-10",26,"BOS","NBA","PF",54,597,14.1,0.612,0.008,0.81,9.9,19.8,15,5.3,1.1,2.8,15.5,15.3,1.1,0.9,2,0.162,-2,0.6,-1.4,0.1,"Shelden Williams","2006",5
"7569","2010-11",27,"TOT","NBA","PF",59,911,12.3,0.522,0,0.341,12,22.3,17.3,5.1,1.3,2.1,14.5,14.5,0.9,1.1,1.9,0.102,-2.3,-0.4,-2.7,-0.2,"Shelden Williams","2006",5
"7570","2010-11",27,"DEN","NBA","PF",42,713,11.3,0.492,0,0.254,12.3,23.4,18,3.9,1.3,2.3,15.5,14.9,0.2,0.9,1.2,0.078,-2.8,-0.3,-3.1,-0.2,"Shelden Williams","2006",5
"7571","2010-11",27,"NYK","NBA","PF",17,198,15.9,0.638,0,0.744,10.9,18,14.4,9.5,1.3,1.5,10.4,13,0.6,0.1,0.8,0.188,-0.7,-0.8,-1.5,0,"Shelden Williams","2006",5
"7572","2011-12",28,"NJN","NBA","C",58,1276,11.9,0.543,0,0.517,12.5,19.6,15.9,4.3,2,2.3,21.1,11.2,1.1,1,2.1,0.078,-2.7,-0.6,-3.3,-0.4,"Shelden Williams","2006",5
"7573","Career",NA,"","NBA","",361,5586,12.5,0.527,0.007,0.462,11.1,21.9,16.5,4.6,1.7,2.3,16.5,15,3.6,6.3,9.9,0.085,-2.6,-0.4,-3,-1.5,"Shelden Williams","2006",5
"7574","2 seasons",NA,"ATL","NBA","",117,1928,11.8,0.502,0.011,0.419,10.1,23.6,16.8,4.7,1.8,2,16.6,15.7,0.3,2.4,2.7,0.068,-3.1,-0.3,-3.3,-0.7,"Shelden Williams","2006",5
"7575","1 season",NA,"NJN","NBA","",58,1276,11.9,0.543,0,0.517,12.5,19.6,15.9,4.3,2,2.3,21.1,11.2,1.1,1,2.1,0.078,-2.7,-0.6,-3.3,-0.4,"Shelden Williams","2006",5
"7576","2 seasons",NA,"SAC","NBA","",58,667,13.3,0.53,0.015,0.478,10.5,20.5,15.5,3.9,1.6,2.3,16.2,19.5,0.2,0.6,0.7,0.053,-2.4,-1.6,-4,-0.3,"Shelden Williams","2006",5
"7577","1 season",NA,"BOS","NBA","",54,597,14.1,0.612,0.008,0.81,9.9,19.8,15,5.3,1.1,2.8,15.5,15.3,1.1,0.9,2,0.162,-2,0.6,-1.4,0.1,"Shelden Williams","2006",5
"7578","1 season",NA,"DEN","NBA","",42,713,11.3,0.492,0,0.254,12.3,23.4,18,3.9,1.3,2.3,15.5,14.9,0.2,0.9,1.2,0.078,-2.8,-0.3,-3.1,-0.2,"Shelden Williams","2006",5
"7579","1 season",NA,"NYK","NBA","",17,198,15.9,0.638,0,0.744,10.9,18,14.4,9.5,1.3,1.5,10.4,13,0.6,0.1,0.8,0.188,-0.7,-0.8,-1.5,0,"Shelden Williams","2006",5
"7580","1 season",NA,"MIN","NBA","",15,207,16,0.479,0,0.309,13.1,30,21.2,3.2,2.5,3,9.4,18.6,0.1,0.3,0.4,0.098,-2.2,0.5,-1.7,0,"Shelden Williams","2006",5
"7581","2006-07",22,"POR","NBA","SG",57,2015,18,0.548,0.191,0.315,3.5,12.1,7.7,20.9,1.8,0.4,11.8,23,3.8,1,4.8,0.114,2.3,-0.3,2,2,"Brandon Roy","2006",6
"7582","2007-08",23,"POR","NBA","SG",74,2792,19.4,0.531,0.184,0.319,3.4,11.2,7.3,28.2,1.5,0.4,9.3,24.9,5.9,2.1,8,0.138,3.2,0.1,3.3,3.6,"Brandon Roy","2006",6
"7583","2008-09",24,"POR","NBA","SG",78,2903,24,0.573,0.167,0.383,4.4,11.6,7.9,25.4,1.7,0.6,9,27.4,10.9,2.6,13.5,0.223,6,0.1,6.2,6,"Brandon Roy","2006",6
"7584","2009-10",25,"POR","NBA","SG",65,2419,21.3,0.568,0.213,0.424,3.7,10.9,7.3,23.1,1.4,0.5,9.5,26.7,7,2.1,9.1,0.18,4.7,0,4.7,4.1,"Brandon Roy","2006",6
"7585","2010-11",26,"POR","NBA","SG",47,1310,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,1.2,0.9,2.1,0.077,0.2,-0.4,-0.2,0.6,"Brandon Roy","2006",6
"7586","2012-13",28,"MIN","NBA","SG",5,122,8.3,0.368,0.257,0.286,2.7,10.6,6.6,28.8,1.3,0,15.1,17,-0.1,0.1,0,-0.017,-3.5,-0.8,-4.2,-0.1,"Brandon Roy","2006",6
"7587","Career",NA,"","NBA","",326,11561,20,0.548,0.191,0.352,3.6,11.1,7.3,23.9,1.6,0.5,9.6,25.3,28.6,8.8,37.4,0.155,3.7,-0.1,3.6,16.3,"Brandon Roy","2006",6
"7588","5 seasons",NA,"POR","NBA","",321,11439,20.1,0.549,0.19,0.353,3.6,11.1,7.3,23.8,1.6,0.5,9.6,25.4,28.8,8.7,37.5,0.157,3.7,-0.1,3.7,16.3,"Brandon Roy","2006",6
"7589","1 season",NA,"MIN","NBA","",5,122,8.3,0.368,0.257,0.286,2.7,10.6,6.6,28.8,1.3,0,15.1,17,-0.1,0.1,0,-0.017,-3.5,-0.8,-4.2,-0.1,"Brandon Roy","2006",6
"7590","2006-07",23,"MIN","NBA","PG",82,1879,14,0.536,0.268,0.278,3.2,10.5,6.9,20.9,1.5,0.9,16.4,22.9,1,1.3,2.3,0.058,-0.3,-0.6,-1,0.5,"Randy Foye","2006",7
"7591","2007-08",24,"MIN","NBA","PG",39,1259,12.7,0.52,0.32,0.141,1.2,10.9,5.9,20.9,1.5,0.2,13.9,20.4,0.7,0.4,1.1,0.042,-0.6,-1.6,-2.2,-0.1,"Randy Foye","2006",7
"7592","2008-09",25,"MIN","NBA","SG",70,2494,13.7,0.517,0.314,0.277,1.5,8.8,5,20.5,1.5,0.8,12,22.6,2,1.1,3.1,0.059,0.1,-0.9,-0.8,0.8,"Randy Foye","2006",7
"7593","2009-10",26,"WAS","NBA","PG",70,1667,13.2,0.516,0.294,0.234,1.1,8,4.5,22.6,1,0.5,12.1,21.1,1.6,0.7,2.2,0.064,0,-1.2,-1.2,0.3,"Randy Foye","2006",7
"7594","2010-11",27,"LAC","NBA","SG",63,1551,11.4,0.516,0.409,0.281,1,6.7,3.9,17.5,1.6,1.1,13.7,19.9,0.9,0.8,1.7,0.051,-1.1,-0.7,-1.8,0.1,"Randy Foye","2006",7
"7595","2011-12",28,"LAC","NBA","SG",65,1682,13.5,0.522,0.511,0.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,2.4,0.8,3.2,0.092,1.1,-0.9,0.2,0.9,"Randy Foye","2006",7
"7596","2012-13",29,"UTA","NBA","SG",82,2249,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,0.1,-0.7,-0.6,0.8,"Randy Foye","2006",7
"7597","2013-14",30,"DEN","NBA","SG",81,2485,13.3,0.558,0.569,0.211,1.6,8.5,5,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.089,0.9,-0.3,0.5,1.6,"Randy Foye","2006",7
"7598","2014-15",31,"DEN","NBA","SG",50,1087,11,0.51,0.654,0.137,0.9,7.8,4.2,17,1.6,0.8,12.3,19.3,0.6,0.4,1,0.045,-0.3,-0.9,-1.2,0.2,"Randy Foye","2006",7
"7599","2015-16",32,"TOT","NBA","SG",81,1642,7.6,0.461,0.519,0.154,1.6,8.8,5.2,14.1,1.2,1.4,14.3,15.9,-0.4,0.9,0.4,0.012,-2.7,-0.5,-3.3,-0.5,"Randy Foye","2006",7
"7600","2015-16",32,"DEN","NBA","SG",54,1070,7.8,0.457,0.508,0.141,1.6,9.4,5.4,15.6,1.2,1.2,14.1,16.8,-0.5,0.4,0,-0.002,-3,-0.8,-3.7,-0.5,"Randy Foye","2006",7
"7601","2015-16",32,"OKC","NBA","SG",27,572,7.1,0.469,0.544,0.181,1.6,7.8,4.9,11.3,1.1,1.7,14.8,14.1,0,0.4,0.4,0.038,-2.2,-0.1,-2.3,0,"Randy Foye","2006",7
"7602","2016-17",33,"BRK","NBA","SG",69,1284,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3.7,-0.7,-4.4,-0.8,"Randy Foye","2006",7
"7603","Career",NA,"","NBA","",752,19279,12,0.524,0.447,0.212,1.5,8.6,5,17.5,1.4,0.9,13,19.7,14.2,9.2,23.5,0.058,-0.4,-0.8,-1.2,3.8,"Randy Foye","2006",7
"7604","3 seasons",NA,"MIN","NBA","",191,5632,13.6,0.524,0.3,0.248,2,9.8,5.9,20.7,1.5,0.7,13.9,22.2,3.6,2.8,6.4,0.055,-0.2,-1,-1.2,1.2,"Randy Foye","2006",7
"7605","3 seasons",NA,"DEN","NBA","",185,4642,11.5,0.526,0.578,0.178,1.4,8.6,4.9,17.1,1.4,1.1,13.2,18.5,3.5,2.1,5.6,0.058,-0.3,-0.6,-0.9,1.4,"Randy Foye","2006",7
"7606","2 seasons",NA,"LAC","NBA","",128,3233,12.5,0.52,0.465,0.199,1.4,7.4,4.4,15.8,1.5,1.1,11.6,20.3,3.3,1.6,4.9,0.072,0,-0.8,-0.8,1,"Randy Foye","2006",7
"7607","1 season",NA,"UTA","NBA","",82,2249,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,0.1,-0.7,-0.6,0.8,"Randy Foye","2006",7
"7608","1 season",NA,"WAS","NBA","",70,1667,13.2,0.516,0.294,0.234,1.1,8,4.5,22.6,1,0.5,12.1,21.1,1.6,0.7,2.2,0.064,0,-1.2,-1.2,0.3,"Randy Foye","2006",7
"7609","1 season",NA,"BRK","NBA","",69,1284,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3.7,-0.7,-4.4,-0.8,"Randy Foye","2006",7
"7610","1 season",NA,"OKC","NBA","",27,572,7.1,0.469,0.544,0.181,1.6,7.8,4.9,11.3,1.1,1.7,14.8,14.1,0,0.4,0.4,0.038,-2.2,-0.1,-2.3,0,"Randy Foye","2006",7
"7611","2006-07",20,"MEM","NBA","SF",78,2103,12.4,0.497,0.188,0.275,5.3,14.5,9.9,8,1.7,2.7,14.1,21.3,-0.5,1,0.5,0.011,-1.5,-0.7,-2.2,-0.1,"Rudy Gay","2006",8
"7612","2007-08",21,"MEM","NBA","SF",81,3000,17.4,0.546,0.286,0.233,5.2,13.5,9.3,9.3,1.9,1.9,11.3,25,2.9,2.1,5,0.08,1.5,-0.6,0.8,2.1,"Rudy Gay","2006",8
"7613","2008-09",22,"MEM","NBA","SF",79,2945,15.3,0.528,0.192,0.273,4.5,13.9,9.1,8.7,1.8,1.6,12.6,25.6,0.7,2.6,3.3,0.054,0,-1.1,-1.1,0.7,"Rudy Gay","2006",8
"7614","2009-10",23,"MEM","NBA","SF",80,3175,16.2,0.535,0.157,0.311,4.2,13.2,8.7,7.8,1.9,1.5,10.3,22.5,4,2.4,6.4,0.096,0.8,-0.3,0.5,2,"Rudy Gay","2006",8
"7615","2010-11",24,"MEM","NBA","SF",54,2152,17.8,0.548,0.166,0.277,4.5,14.2,9.3,11.6,2.2,2.2,12.2,23.3,2.7,2.9,5.5,0.123,1.9,0.8,2.8,2.6,"Rudy Gay","2006",8
"7616","2011-12",25,"MEM","NBA","SF",65,2422,17.8,0.521,0.162,0.246,6.1,14.1,10.1,10.8,2.1,1.8,12,25.1,2.8,3.3,6,0.12,1.7,0.2,1.9,2.4,"Rudy Gay","2006",8
"7617","2012-13",26,"TOT","NBA","SF",75,2687,15.6,0.494,0.208,0.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,0.1,3.9,4,0.072,0.5,0.5,1.1,2.1,"Rudy Gay","2006",8
"7618","2012-13",26,"MEM","NBA","SF",42,1541,14.1,0.478,0.188,0.227,4.2,15.1,9.5,12.4,2,1.7,12.1,25.7,-0.2,2.6,2.4,0.075,-0.2,0.7,0.5,0.9,"Rudy Gay","2006",8
"7619","2012-13",26,"TOR","NBA","SF",33,1146,17.6,0.513,0.232,0.246,4.4,17.8,11,15.3,2.6,1.5,13.1,29.1,0.3,1.4,1.6,0.068,1.5,0.3,1.9,1.1,"Rudy Gay","2006",8
"7620","2013-14",27,"TOT","NBA","SF",73,2531,18.3,0.54,0.167,0.328,5,14.8,9.8,15.1,1.9,1.8,14.2,27.6,2.3,2.5,4.8,0.091,1.8,0,1.7,2.4,"Rudy Gay","2006",8
"7621","2013-14",27,"TOR","NBA","SF",18,639,14.7,0.468,0.176,0.263,5.3,19.1,12.1,11.5,2.3,2.9,13.6,30.8,-0.8,1.1,0.3,0.021,-0.1,0.7,0.6,0.4,"Rudy Gay","2006",8
"7622","2013-14",27,"SAC","NBA","SF",55,1892,19.6,0.567,0.164,0.354,4.9,13.3,9.1,16.3,1.8,1.4,14.5,26.6,3,1.5,4.5,0.114,2.4,-0.3,2.1,2,"Rudy Gay","2006",8
"7623","2014-15",28,"SAC","NBA","SF",68,2408,19.7,0.556,0.197,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,4.8,1.3,6.1,0.122,3.4,-0.7,2.7,2.9,"Rudy Gay","2006",8
"7624","2015-16",29,"SAC","NBA","SF",70,2379,15.5,0.538,0.214,0.252,4.7,15.9,10.4,8,2,1.7,11.1,22.4,1.8,2.1,3.8,0.078,-0.1,-0.3,-0.3,1,"Rudy Gay","2006",8
"7625","2016-17",30,"SAC","NBA","SF",30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1,1.8,0.087,1.4,0.5,1.9,1,"Rudy Gay","2006",8
"7626","2017-18",31,"SAS","NBA","PF",57,1231,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9,"Rudy Gay","2006",8
"7627","2018-19",32,"SAS","NBA","PF",69,1842,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,1.4,1.6,"Rudy Gay","2006",8
"7628","2019-20",33,"SAS","NBA","PF",67,1461,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2,11.8,22,0.9,1.1,2.1,0.068,0,-0.9,-0.8,0.4,"Rudy Gay","2006",8
"7629","2020-21",34,"SAS","NBA","PF",63,1358,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0,1.7,1.7,0.059,-0.1,0,-0.1,0.6,"Rudy Gay","2006",8
"7630","2021-22",35,"UTA","NBA","PF",55,1038,13,0.539,0.536,0.208,6,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1,0.3,"Rudy Gay","2006",8
"7631","Career",NA,"","NBA","",1064,33745,16.5,0.536,0.228,0.266,4.8,15.9,10.3,11.2,1.8,1.9,12,24.3,27.2,33.5,60.7,0.086,0.8,-0.2,0.7,22.8,"Rudy Gay","2006",8
"7632","7 seasons",NA,"MEM","NBA","",479,17338,16.1,0.526,0.195,0.265,4.9,14,9.4,9.5,1.9,1.9,11.9,24.1,12.4,16.8,29.2,0.081,0.7,-0.2,0.4,10.6,"Rudy Gay","2006",8
"7633","4 seasons",NA,"SAS","NBA","",256,5892,16.4,0.555,0.319,0.211,4.5,21.9,13.1,11.7,1.5,2.1,11.2,23,4.1,7.1,11.3,0.092,0.3,0.1,0.4,3.5,"Rudy Gay","2006",8
