"","Season","Player","DraftPos","DraftYear","PER","WS","VORP","BPM"
"1","2020-21","Deandre Ayton",1,2018,10.61,2.986,1,3.07
"2","2021-22","Deandre Ayton",1,2018,15.243,4.362,1.097,4.417
"3","2022-23","Deandre Ayton",1,2018,15.498,4.408,1.099,4.344
"4","2023-24","Deandre Ayton",1,2018,15.438,4.359,1.1,4.37
"5","2020-21","Marvin Bagley III",2,2018,9.349,1.972,0.4,2.004
"6","2021-22","Marvin Bagley III",2,2018,14.058,2.782,0.4,2.793
"7","2022-23","Marvin Bagley III",2,2018,14.106,2.777,0.4,2.801
"8","2023-24","Marvin Bagley III",2,2018,14.127,2.794,0.4,2.786
"9","2020-21","Luka Dončić",3,2018,9.589,2.495,1.996,2.525
"10","2021-22","Luka Dončić",3,2018,14.594,3.671,2.693,3.704
"11","2022-23","Luka Dončić",3,2018,14.653,3.679,2.699,3.7
"12","2023-24","Luka Dončić",3,2018,14.61,3.691,2.695,3.686
"13","2020-21","Jaren Jackson Jr.",4,2018,8.669,1.943,0.7,2.025
"14","2021-22","Jaren Jackson Jr.",4,2018,12.453,2.617,0.7,2.654
"15","2022-23","Jaren Jackson Jr.",4,2018,12.496,2.613,0.7,2.63
"16","2023-24","Jaren Jackson Jr.",4,2018,12.52,2.622,0.7,2.619
"17","2020-21","Trae Young",5,2018,8.747,2.009,0.9,1.989
"18","2021-22","Trae Young",5,2018,12.746,2.661,0.9,2.644
"19","2022-23","Trae Young",5,2018,12.781,2.661,0.9,2.665
"20","2023-24","Trae Young",5,2018,12.863,2.649,0.9,2.666
"21","2020-21","Mo Bamba",6,2018,7.682,1,0.1,1
"22","2021-22","Mo Bamba",6,2018,11.208,1.359,0.1,1.349
"23","2022-23","Mo Bamba",6,2018,11.186,1.347,0.1,1.353
"24","2023-24","Mo Bamba",6,2018,11.289,1.347,0.1,1.356
"25","2020-21","Wendell Carter Jr.",7,2018,8.038,1,0.1,1
"26","2021-22","Wendell Carter Jr.",7,2018,11.63,1.472,0.1,1.447
"27","2022-23","Wendell Carter Jr.",7,2018,11.638,1.451,0.1,1.458
"28","2023-24","Wendell Carter Jr.",7,2018,11.651,1.461,0.1,1.456
"29","2020-21","Collin Sexton",8,2018,6.668,-0.6,-1.8,-0.6
"30","2021-22","Collin Sexton",8,2018,9.411,-0.6,-1.8,-0.6
"31","2022-23","Collin Sexton",8,2018,9.392,-0.6,-1.8,-0.6
"32","2023-24","Collin Sexton",8,2018,9.378,-0.6,-1.8,-0.6
"33","2020-21","Kevin Knox",9,2018,4.487,-1.3,-2,-1.3
"34","2021-22","Kevin Knox",9,2018,6.638,-1.3,-2,-1.3
"35","2022-23","Kevin Knox",9,2018,6.551,-1.3,-2,-1.3
"36","2023-24","Kevin Knox",9,2018,6.576,-1.3,-2,-1.3
"37","2020-21","Mikal Bridges",10,2018,5.469,1.478,0.3,1.492
"38","2021-22","Mikal Bridges",10,2018,8.087,2.188,0.3,2.174
"39","2022-23","Mikal Bridges",10,2018,8.084,2.192,0.3,2.196
"40","2023-24","Mikal Bridges",10,2018,8.078,2.196,0.3,2.177
"41","2020-21","Shai Gilgeous-Alexander",11,2018,6.897,2.002,0.8,1.995
"42","2021-22","Shai Gilgeous-Alexander",11,2018,10.184,2.66,0.8,2.641
"43","2022-23","Shai Gilgeous-Alexander",11,2018,10.171,2.646,0.8,2.663
"44","2023-24","Shai Gilgeous-Alexander",11,2018,10.151,2.667,0.8,2.648
"45","2020-21","Miles Bridges",12,2018,7.229,1.543,0.5,1.489
"46","2021-22","Miles Bridges",12,2018,10.179,2.227,0.5,2.231
"47","2022-23","Miles Bridges",12,2018,10.203,2.211,0.5,2.221
"48","2023-24","Miles Bridges",12,2018,10.123,2.218,0.5,2.22
"49","2020-21","Troy Brown Jr.",15,2018,6.077,0.6,-0.1,0.6
"50","2021-22","Troy Brown Jr.",15,2018,8.521,0.6,-0.1,0.6
"51","2022-23","Troy Brown Jr.",15,2018,8.574,0.6,-0.1,0.6
"52","2023-24","Troy Brown Jr.",15,2018,8.545,0.6,-0.1,0.6
"53","2020-21","Donte DiVincenzo",17,2018,5.033,0.6,0,0.6
"54","2021-22","Donte DiVincenzo",17,2018,7.026,0.6,0,0.6
"55","2022-23","Donte DiVincenzo",17,2018,7.092,0.6,0,0.6
"56","2023-24","Donte DiVincenzo",17,2018,7.07,0.6,0,0.6
"57","2020-21","Lonnie Walker IV",18,2018,5.406,0,0,0
"58","2021-22","Lonnie Walker IV",18,2018,8.222,0,0,0
"59","2022-23","Lonnie Walker IV",18,2018,8.216,0,0,0
"60","2023-24","Lonnie Walker IV",18,2018,8.193,0,0,0
"61","2020-21","Kevin Huerter",19,2018,5.384,1,-0.2,1
"62","2021-22","Kevin Huerter",19,2018,7.711,1.249,-0.2,1.242
"63","2022-23","Kevin Huerter",19,2018,7.758,1.248,-0.2,1.249
"64","2023-24","Kevin Huerter",19,2018,7.74,1.252,-0.2,1.248
"65","2020-21","Josh Okogie",20,2018,4.961,1,-0.5,1
"66","2021-22","Josh Okogie",20,2018,7.134,1.096,-0.5,1.098
"67","2022-23","Josh Okogie",20,2018,7.159,1.097,-0.5,1.099
"68","2023-24","Josh Okogie",20,2018,7.162,1.099,-0.5,1.1
"69","2020-21","Grayson Allen",21,2018,3.975,0,-0.5,0
"70","2021-22","Grayson Allen",21,2018,5.748,0,-0.5,0
"71","2022-23","Grayson Allen",21,2018,5.775,0,-0.5,0
"72","2023-24","Grayson Allen",21,2018,5.788,0,-0.5,0
"73","2020-21","Chandler Hutchison",22,2018,4.412,0.6,-0.4,0.6
"74","2021-22","Chandler Hutchison",22,2018,6.661,0.6,-0.4,0.6
"75","2022-23","Chandler Hutchison",22,2018,6.621,0.6,-0.4,0.6
"76","2023-24","Chandler Hutchison",22,2018,6.613,0.6,-0.4,0.6
"77","2020-21","Aaron Holiday",23,2018,6.092,0.9,0.1,0.9
"78","2021-22","Aaron Holiday",23,2018,9.083,0.9,0.1,0.9
"79","2022-23","Aaron Holiday",23,2018,8.96,0.9,0.1,0.9
"80","2023-24","Aaron Holiday",23,2018,9.028,0.9,0.1,0.9
"81","2020-21","Anfernee Simons",24,2018,6.056,0.1,-0.1,0.1
"82","2021-22","Anfernee Simons",24,2018,8.53,0.1,-0.1,0.1
"83","2022-23","Anfernee Simons",24,2018,8.521,0.1,-0.1,0.1
"84","2023-24","Anfernee Simons",24,2018,8.539,0.1,-0.1,0.1
"85","2020-21","Moritz Wagner",25,2018,5.523,0.2,-0.3,0.2
"86","2021-22","Moritz Wagner",25,2018,7.738,0.2,-0.3,0.2
"87","2022-23","Moritz Wagner",25,2018,7.807,0.2,-0.3,0.2
"88","2023-24","Moritz Wagner",25,2018,7.727,0.2,-0.3,0.2
"89","2020-21","Landry Shamet",26,2018,10.996,2.407,0.1,2.385
"90","2021-22","Landry Shamet",26,2018,10.997,2.401,0.102,2.408
"91","2022-23","Landry Shamet",26,2018,11.002,2.414,0.1,2.39
"92","2023-24","Landry Shamet",26,2018,11.001,2.407,0.101,2.408
"93","2020-21","Robert Williams",27,2018,9.59,1,0.3,1
"94","2021-22","Robert Williams",27,2018,14.329,1.099,0.3,1.096
"95","2022-23","Robert Williams",27,2018,14.336,1.098,0.3,1.099
"96","2023-24","Robert Williams",27,2018,14.321,1.101,0.3,1.102
"97","2020-21","Jevon Carter",32,2018,4.027,0,-0.3,0
"98","2021-22","Jevon Carter",32,2018,6.002,0,-0.3,0
"99","2022-23","Jevon Carter",32,2018,5.939,0,-0.3,0
"100","2023-24","Jevon Carter",32,2018,5.973,0,-0.3,0
"101","2020-21","Jalen Brunson",33,2018,6.323,1.485,0.1,1.529
"102","2021-22","Jalen Brunson",33,2018,9.71,2.039,0.1,2.068
"103","2022-23","Jalen Brunson",33,2018,9.598,2.038,0.1,2.057
"104","2023-24","Jalen Brunson",33,2018,9.649,2.043,0.1,2.035
"105","2020-21","Devonte' Graham",34,2018,5.568,0.5,-0.3,0.5
"106","2021-22","Devonte' Graham",34,2018,7.925,0.5,-0.3,0.5
"107","2022-23","Devonte' Graham",34,2018,7.89,0.5,-0.3,0.5
"108","2023-24","Devonte' Graham",34,2018,7.938,0.5,-0.3,0.5
"109","2020-21","Mitchell Robinson",36,2018,11.32,3.428,1,3.528
"110","2021-22","Mitchell Robinson",36,2018,16.575,4.791,1.303,4.808
"111","2022-23","Mitchell Robinson",36,2018,16.609,4.779,1.307,4.782
"112","2023-24","Mitchell Robinson",36,2018,16.681,4.79,1.301,4.791
"113","2020-21","Gary Trent Jr.",37,2018,1.984,-0.2,-0.2,-0.2
"114","2021-22","Gary Trent Jr.",37,2018,2.824,-0.2,-0.2,-0.2
"115","2022-23","Gary Trent Jr.",37,2018,2.796,-0.2,-0.2,-0.2
"116","2023-24","Gary Trent Jr.",37,2018,2.814,-0.2,-0.2,-0.2
"117","2020-21","Isaac Bonga",39,2018,3.526,-0.1,-0.1,-0.1
"118","2021-22","Isaac Bonga",39,2018,4.73,-0.1,-0.1,-0.1
"119","2022-23","Isaac Bonga",39,2018,4.741,-0.1,-0.1,-0.1
"120","2023-24","Isaac Bonga",39,2018,4.734,-0.1,-0.1,-0.1
"121","2020-21","Jarred Vanderbilt",41,2018,6.501,0.1,0,0.1
"122","2021-22","Jarred Vanderbilt",41,2018,9.477,0.1,0,0.1
"123","2022-23","Jarred Vanderbilt",41,2018,9.444,0.1,0,0.1
"124","2023-24","Jarred Vanderbilt",41,2018,9.472,0.1,0,0.1
"125","2020-21","Bruce Brown",42,2018,3.503,1,-0.5,1
"126","2021-22","Bruce Brown",42,2018,5.186,1.248,-0.5,1.257
"127","2022-23","Bruce Brown",42,2018,5.202,1.249,-0.5,1.246
"128","2023-24","Bruce Brown",42,2018,5.215,1.249,-0.5,1.251
"129","2020-21","Hamidou Diallo",45,2018,5.586,0.8,-0.3,0.8
"130","2021-22","Hamidou Diallo",45,2018,7.809,0.8,-0.3,0.8
"131","2022-23","Hamidou Diallo",45,2018,7.841,0.8,-0.3,0.8
"132","2023-24","Hamidou Diallo",45,2018,7.835,0.8,-0.3,0.8
"133","2020-21","De'Anthony Melton",46,2018,4.856,0,-0.2,0
"134","2021-22","De'Anthony Melton",46,2018,7.37,0,-0.2,0
"135","2022-23","De'Anthony Melton",46,2018,7.382,0,-0.2,0
"136","2023-24","De'Anthony Melton",46,2018,7.352,0,-0.2,0
"137","2020-21","Svi Mykhailiuk",47,2018,7.235,-0.068,-0.201,-0.068
"138","2021-22","Svi Mykhailiuk",47,2018,7.24,-0.066,-0.199,-0.068
"139","2022-23","Svi Mykhailiuk",47,2018,7.201,-0.066,-0.198,-0.067
"140","2023-24","Svi Mykhailiuk",47,2018,7.208,-0.066,-0.2,-0.067
"141","2020-21","Keita Bates-Diop",48,2018,4.958,0.3,-0.2,0.3
"142","2021-22","Keita Bates-Diop",48,2018,7.3,0.3,-0.2,0.3
"143","2022-23","Keita Bates-Diop",48,2018,7.296,0.3,-0.2,0.3
"144","2023-24","Keita Bates-Diop",48,2018,7.324,0.3,-0.2,0.3
"145","2020-21","Chimezie Metu",49,2018,3.545,-0.3,-0.2,-0.3
"146","2021-22","Chimezie Metu",49,2018,5.027,-0.3,-0.2,-0.3
"147","2022-23","Chimezie Metu",49,2018,4.974,-0.3,-0.2,-0.3
"148","2023-24","Chimezie Metu",49,2018,4.977,-0.3,-0.2,-0.3
"149","2020-21","Alize Johnson",50,2018,3.513,0,-0.1,0
"150","2021-22","Alize Johnson",50,2018,4.954,0,-0.1,0
"151","2022-23","Alize Johnson",50,2018,4.914,0,-0.1,0
"152","2023-24","Alize Johnson",50,2018,4.901,0,-0.1,0
"153","2020-21","Shake Milton",54,2018,4.889,0.3,-0.1,0.3
"154","2021-22","Shake Milton",54,2018,6.997,0.3,-0.1,0.3
"155","2022-23","Shake Milton",54,2018,6.98,0.3,-0.1,0.3
"156","2023-24","Shake Milton",54,2018,7.057,0.3,-0.1,0.3
"157","2020-21","Markelle Fultz",1,2017,11.429,0.251,-0.051,0.25
"158","2021-22","Markelle Fultz",1,2017,11.461,0.251,-0.05,0.25
"159","2022-23","Markelle Fultz",1,2017,11.451,0.251,-0.051,0.25
"160","2023-24","Markelle Fultz",1,2017,11.46,0.25,-0.05,0.251
"161","2020-21","Lonzo Ball",2,2017,12.092,1.801,0.935,1.799
"162","2021-22","Lonzo Ball",2,2017,12.1,1.803,0.943,1.8
"163","2022-23","Lonzo Ball",2,2017,12.095,1.803,0.95,1.804
"164","2023-24","Lonzo Ball",2,2017,12.095,1.799,0.943,1.799
"165","2020-21","Jayson Tatum",3,2017,15.151,6.044,1.567,6.045
"166","2021-22","Jayson Tatum",3,2017,15.15,6.044,1.555,6.059
"167","2022-23","Jayson Tatum",3,2017,15.151,6.063,1.554,6.045
"168","2023-24","Jayson Tatum",3,2017,15.15,6.052,1.556,6.045
"169","2020-21","Josh Jackson",4,2017,11.211,-1.201,-1.199,-1.197
"170","2021-22","Josh Jackson",4,2017,11.218,-1.199,-1.201,-1.191
"171","2022-23","Josh Jackson",4,2017,11.218,-1.196,-1.202,-1.193
"172","2023-24","Josh Jackson",4,2017,11.2,-1.205,-1.2,-1.201
"173","2020-21","De'Aaron Fox",5,2017,14.802,2.593,0.62,2.441
"174","2021-22","De'Aaron Fox",5,2017,14.704,2.562,0.63,2.532
"175","2022-23","De'Aaron Fox",5,2017,14.7,2.546,0.625,2.591
"176","2023-24","De'Aaron Fox",5,2017,14.644,2.562,0.63,2.531
"177","2020-21","Lauri Markkanen",7,2017,16.346,3.005,0.804,3.004
"178","2021-22","Lauri Markkanen",7,2017,16.356,3,0.802,3.004
"179","2022-23","Lauri Markkanen",7,2017,16.342,2.998,0.801,3
"180","2023-24","Lauri Markkanen",7,2017,16.341,3.005,0.801,3.002
"181","2020-21","Frank Ntilikina",8,2017,6.487,-0.851,-1.102,-0.85
"182","2021-22","Frank Ntilikina",8,2017,6.486,-0.85,-1.098,-0.851
"183","2022-23","Frank Ntilikina",8,2017,6.485,-0.85,-1.099,-0.85
"184","2023-24","Frank Ntilikina",8,2017,6.486,-0.85,-1.098,-0.85
"185","2020-21","Dennis Smith Jr.",9,2017,12.511,-0.181,-0.05,-0.179
"186","2021-22","Dennis Smith Jr.",9,2017,12.524,-0.171,-0.049,-0.172
"187","2022-23","Dennis Smith Jr.",9,2017,12.514,-0.174,-0.05,-0.167
"188","2023-24","Dennis Smith Jr.",9,2017,12.519,-0.179,-0.05,-0.177
"189","2020-21","Malik Monk",11,2017,11.002,0.144,-0.3,0.147
"190","2021-22","Malik Monk",11,2017,11.004,0.148,-0.3,0.149
"191","2022-23","Malik Monk",11,2017,11,0.152,-0.3,0.147
"192","2023-24","Malik Monk",11,2017,10.995,0.147,-0.3,0.149
"193","2020-21","Luke Kennard",12,2017,11.999,2.549,0.399,2.549
"194","2021-22","Luke Kennard",12,2017,11.998,2.548,0.399,2.55
"195","2022-23","Luke Kennard",12,2017,11.999,2.549,0.399,2.55
"196","2023-24","Luke Kennard",12,2017,11.998,2.549,0.398,2.549
"197","2020-21","Donovan Mitchell",13,2017,16.948,5.103,2.2,5.101
"198","2021-22","Donovan Mitchell",13,2017,16.948,5.099,2.2,5.099
"199","2022-23","Donovan Mitchell",13,2017,16.954,5.101,2.2,5.099
"200","2023-24","Donovan Mitchell",13,2017,16.947,5.102,2.2,5.102
"201","2020-21","Bam Adebayo",14,2017,16.801,5.475,1.204,5.475
"202","2021-22","Bam Adebayo",14,2017,16.816,5.469,1.205,5.472
"203","2022-23","Bam Adebayo",14,2017,16.81,5.457,1.205,5.486
"204","2023-24","Bam Adebayo",14,2017,16.792,5.485,1.21,5.476
"205","2020-21","Justin Jackson",15,2017,11.144,1.7,-0.072,1.694
"206","2021-22","Justin Jackson",15,2017,11.124,1.701,-0.071,1.705
"207","2022-23","Justin Jackson",15,2017,11.122,1.697,-0.076,1.698
"208","2023-24","Justin Jackson",15,2017,11.144,1.703,-0.074,1.697
"209","2020-21","D.J. Wilson",17,2017,10.3,0.93,0,0.924
"210","2021-22","D.J. Wilson",17,2017,10.3,0.923,0,0.932
"211","2022-23","D.J. Wilson",17,2017,10.3,0.907,0,0.922
"212","2023-24","D.J. Wilson",17,2017,10.3,0.903,0,0.91
"213","2020-21","John Collins",19,2017,20.004,5.699,1.033,5.698
"214","2021-22","John Collins",19,2017,20.028,5.696,1.045,5.692
"215","2022-23","John Collins",19,2017,20.041,5.695,1.049,5.694
"216","2023-24","John Collins",19,2017,20.052,5.701,1.046,5.7
"217","2020-21","Jarrett Allen",22,2017,17.992,5.864,1.2,5.907
"218","2021-22","Jarrett Allen",22,2017,18,5.866,1.205,5.881
"219","2022-23","Jarrett Allen",22,2017,17.996,5.871,1.199,5.908
"220","2023-24","Jarrett Allen",22,2017,17.997,5.88,1.198,5.895
"221","2020-21","OG Anunoby",23,2017,9.901,2.496,0.21,2.499
"222","2021-22","OG Anunoby",23,2017,9.901,2.496,0.192,2.482
"223","2022-23","OG Anunoby",23,2017,9.9,2.5,0.205,2.502
"224","2023-24","OG Anunoby",23,2017,9.901,2.493,0.2,2.502
"225","2020-21","Kyle Kuzma",27,2017,14.104,3.454,0.599,3.441
"226","2021-22","Kyle Kuzma",27,2017,14.101,3.452,0.601,3.46
"227","2022-23","Kyle Kuzma",27,2017,14.101,3.454,0.603,3.456
"228","2023-24","Kyle Kuzma",27,2017,14.101,3.454,0.6,3.457
"229","2020-21","Tony Bradley",28,2017,14.489,0.051,0,0.051
"230","2021-22","Tony Bradley",28,2017,14.525,0.051,0,0.051
"231","2022-23","Tony Bradley",28,2017,14.525,0.05,0,0.05
"232","2023-24","Tony Bradley",28,2017,14.538,0.051,0,0.051
"233","2020-21","Derrick White",29,2017,15.337,2.089,0.765,2.014
"234","2021-22","Derrick White",29,2017,15.348,2.092,0.739,2.061
"235","2022-23","Derrick White",29,2017,15.358,2.064,0.75,2.053
"236","2023-24","Derrick White",29,2017,15.35,2.078,0.757,2.064
"237","2020-21","Josh Hart",30,2017,10.753,2.766,0.498,2.763
"238","2021-22","Josh Hart",30,2017,10.778,2.751,0.499,2.754
"239","2022-23","Josh Hart",30,2017,10.768,2.74,0.503,2.753
"240","2023-24","Josh Hart",30,2017,10.762,2.752,0.499,2.749
"241","2020-21","Frank Jackson",31,2017,5.073,0.4,-0.8,0.4
"242","2021-22","Frank Jackson",31,2017,7.262,0.4,-0.8,0.4
"243","2022-23","Frank Jackson",31,2017,7.263,0.4,-0.8,0.4
"244","2023-24","Frank Jackson",31,2017,7.253,0.4,-0.8,0.4
"245","2020-21","Wes Iwundu",33,2017,8.238,1.303,-0.498,1.298
"246","2021-22","Wes Iwundu",33,2017,8.256,1.297,-0.5,1.302
"247","2022-23","Wes Iwundu",33,2017,8.247,1.31,-0.5,1.301
"248","2023-24","Wes Iwundu",33,2017,8.245,1.301,-0.499,1.31
"249","2020-21","Semi Ojeleye",37,2017,6.525,0.953,-0.561,0.956
"250","2021-22","Semi Ojeleye",37,2017,6.511,0.951,-0.55,0.95
"251","2022-23","Semi Ojeleye",37,2017,6.521,0.955,-0.557,0.951
"252","2023-24","Semi Ojeleye",37,2017,6.532,0.954,-0.556,0.952
"253","2020-21","Jordan Bell",38,2017,15.527,2.244,0.613,2.234
"254","2021-22","Jordan Bell",38,2017,15.471,2.248,0.6,2.242
"255","2022-23","Jordan Bell",38,2017,15.463,2.257,0.605,2.251
"256","2023-24","Jordan Bell",38,2017,15.493,2.25,0.606,2.242
"257","2020-21","Thomas Bryant",42,2017,15.567,2.823,0.778,2.732
"258","2021-22","Thomas Bryant",42,2017,15.487,2.863,0.778,2.875
"259","2022-23","Thomas Bryant",42,2017,15.433,2.821,0.772,2.818
"260","2023-24","Thomas Bryant",42,2017,15.449,2.844,0.765,2.845
"261","2020-21","Isaiah Hartenstein",43,2017,5.539,0.5,-0.1,0.5
"262","2021-22","Isaiah Hartenstein",43,2017,7.738,0.5,-0.1,0.5
"263","2022-23","Isaiah Hartenstein",43,2017,7.763,0.5,-0.1,0.5
"264","2023-24","Isaiah Hartenstein",43,2017,7.742,0.5,-0.1,0.5
"265","2020-21","Damyean Dotson",44,2017,11.204,1.072,-0.149,1.059
"266","2021-22","Damyean Dotson",44,2017,11.201,1.047,-0.146,1.051
"267","2022-23","Damyean Dotson",44,2017,11.202,1.052,-0.145,1.05
"268","2023-24","Damyean Dotson",44,2017,11.204,1.047,-0.149,1.051
"269","2020-21","Dillon Brooks",45,2017,8.711,0.614,-0.793,0.578
"270","2021-22","Dillon Brooks",45,2017,8.709,0.611,-0.794,0.602
"271","2022-23","Dillon Brooks",45,2017,8.694,0.609,-0.795,0.605
"272","2023-24","Dillon Brooks",45,2017,8.709,0.605,-0.797,0.601
"273","2020-21","Sterling Brown",46,2017,10.026,1.4,-0.053,1.401
"274","2021-22","Sterling Brown",46,2017,9.998,1.412,-0.051,1.41
"275","2022-23","Sterling Brown",46,2017,10.025,1.399,-0.051,1.405
"276","2023-24","Sterling Brown",46,2017,10.012,1.396,-0.051,1.412
"277","2020-21","Monte Morris",51,2017,21.764,3.32,0.878,3.194
"278","2021-22","Monte Morris",51,2017,21.688,3.191,0.893,3.219
"279","2022-23","Monte Morris",51,2017,21.719,3.274,0.897,3.254
"280","2023-24","Monte Morris",51,2017,21.765,3.251,0.895,3.189
"281","2020-21","Brandon Ingram",2,2016,11.963,1.474,-0.327,1.51
"282","2021-22","Brandon Ingram",2,2016,11.907,1.5,-0.323,1.511
"283","2022-23","Brandon Ingram",2,2016,11.931,1.506,-0.337,1.496
"284","2023-24","Brandon Ingram",2,2016,11.885,1.469,-0.333,1.51
"285","2020-21","Jaylen Brown",3,2016,12.434,2.981,0.049,3.002
"286","2021-22","Jaylen Brown",3,2016,12.456,2.998,0.057,2.978
"287","2022-23","Jaylen Brown",3,2016,12.471,3.002,0.06,3.014
"288","2023-24","Jaylen Brown",3,2016,12.457,3.007,0.061,3.007
"289","2020-21","Kris Dunn",5,2016,11.634,0.541,-0.067,0.539
"290","2021-22","Kris Dunn",5,2016,11.72,0.534,-0.065,0.53
"291","2022-23","Kris Dunn",5,2016,11.702,0.531,-0.06,0.538
"292","2023-24","Kris Dunn",5,2016,11.649,0.53,-0.068,0.534
"293","2020-21","Buddy Hield",6,2016,13.977,2.242,0.852,2.275
"294","2021-22","Buddy Hield",6,2016,14.034,2.314,0.85,2.222
"295","2022-23","Buddy Hield",6,2016,14.005,2.273,0.846,2.246
"296","2023-24","Buddy Hield",6,2016,14.037,2.3,0.84,2.257
"297","2020-21","Marquese Chriss",8,2016,9.316,0.421,-0.36,0.424
"298","2021-22","Marquese Chriss",8,2016,9.286,0.416,-0.362,0.414
"299","2022-23","Marquese Chriss",8,2016,9.32,0.423,-0.362,0.43
"300","2023-24","Marquese Chriss",8,2016,9.347,0.423,-0.362,0.419
"301","2020-21","Jakob Poeltl",9,2016,16.302,4.07,0.667,4.063
"302","2021-22","Jakob Poeltl",9,2016,16.389,4.107,0.67,4.121
"303","2022-23","Jakob Poeltl",9,2016,16.382,4.096,0.666,4.059
"304","2023-24","Jakob Poeltl",9,2016,16.358,4.082,0.659,4.079
"305","2020-21","Domantas Sabonis",11,2016,15.347,4.481,0.583,4.309
"306","2021-22","Domantas Sabonis",11,2016,15.447,4.417,0.623,4.404
"307","2022-23","Domantas Sabonis",11,2016,15.473,4.389,0.585,4.375
"308","2023-24","Domantas Sabonis",11,2016,15.456,4.394,0.61,4.366
"309","2020-21","Taurean Prince",12,2016,11.509,1.537,0.204,1.539
"310","2021-22","Taurean Prince",12,2016,11.474,1.53,0.198,1.528
"311","2022-23","Taurean Prince",12,2016,11.501,1.543,0.205,1.533
"312","2023-24","Taurean Prince",12,2016,11.505,1.53,0.202,1.534
"313","2020-21","Denzel Valentine",14,2016,9.674,1.54,0.112,1.61
"314","2021-22","Denzel Valentine",14,2016,9.729,1.528,0.102,1.554
"315","2022-23","Denzel Valentine",14,2016,9.689,1.54,0.102,1.541
"316","2023-24","Denzel Valentine",14,2016,9.663,1.553,0.107,1.539
"317","2020-21","Juancho Hernangómez",15,2016,11.378,1.728,0.198,1.739
"318","2021-22","Juancho Hernangómez",15,2016,11.351,1.702,0.201,1.741
"319","2022-23","Juancho Hernangómez",15,2016,11.376,1.747,0.2,1.736
"320","2023-24","Juancho Hernangómez",15,2016,11.354,1.734,0.199,1.724
"321","2020-21","Malik Beasley",19,2016,12.252,1.655,0.276,1.662
"322","2021-22","Malik Beasley",19,2016,12.25,1.648,0.273,1.68
"323","2022-23","Malik Beasley",19,2016,12.335,1.679,0.269,1.688
"324","2023-24","Malik Beasley",19,2016,12.263,1.661,0.275,1.661
"325","2020-21","Caris LeVert",20,2016,13.792,1.931,0.505,1.941
"326","2021-22","Caris LeVert",20,2016,13.76,1.938,0.502,1.929
"327","2022-23","Caris LeVert",20,2016,13.774,1.939,0.503,1.931
"328","2023-24","Caris LeVert",20,2016,13.784,1.94,0.502,1.938
"329","2020-21","DeAndre' Bembry",21,2016,9.118,0.291,-0.201,0.284
"330","2021-22","DeAndre' Bembry",21,2016,9.083,0.273,-0.2,0.263
"331","2022-23","DeAndre' Bembry",21,2016,9.065,0.273,-0.199,0.27
"332","2023-24","DeAndre' Bembry",21,2016,9.073,0.265,-0.199,0.279
"333","2020-21","Timothé Luwawu-Cabarrot",24,2016,7.216,0.401,-0.464,0.401
"334","2021-22","Timothé Luwawu-Cabarrot",24,2016,7.167,0.402,-0.46,0.403
"335","2022-23","Timothé Luwawu-Cabarrot",24,2016,7.202,0.4,-0.456,0.396
"336","2023-24","Timothé Luwawu-Cabarrot",24,2016,7.18,0.405,-0.462,0.398
"337","2020-21","Furkan Korkmaz",26,2016,7.397,0.558,-0.051,0.536
"338","2021-22","Furkan Korkmaz",26,2016,7.464,0.546,-0.051,0.563
"339","2022-23","Furkan Korkmaz",26,2016,7.363,0.553,-0.05,0.566
"340","2023-24","Furkan Korkmaz",26,2016,7.376,0.543,-0.051,0.544
"341","2020-21","Pascal Siakam",27,2016,14.902,5.15,1.384,5.239
"342","2021-22","Pascal Siakam",27,2016,14.924,5.242,1.386,5.175
"343","2022-23","Pascal Siakam",27,2016,14.849,5.156,1.376,5.21
"344","2023-24","Pascal Siakam",27,2016,14.901,5.2,1.375,5.197
"345","2020-21","Dejounte Murray",29,2016,12.344,1.608,0.434,1.533
"346","2021-22","Dejounte Murray",29,2016,12.332,1.601,0.446,1.616
"347","2022-23","Dejounte Murray",29,2016,12.425,1.619,0.44,1.598
"348","2023-24","Dejounte Murray",29,2016,12.342,1.581,0.448,1.623
"349","2020-21","Damian Jones",30,2016,9.213,0.509,-0.003,0.546
"350","2021-22","Damian Jones",30,2016,9.191,0.533,0.003,0.528
"351","2022-23","Damian Jones",30,2016,9.172,0.538,0.001,0.522
"352","2023-24","Damian Jones",30,2016,9.177,0.512,0.002,0.53
"353","2020-21","Ivica Zubac",32,2016,17.828,1.713,0.16,1.724
"354","2021-22","Ivica Zubac",32,2016,17.822,1.709,0.16,1.69
"355","2022-23","Ivica Zubac",32,2016,17.805,1.704,0.159,1.693
"356","2023-24","Ivica Zubac",32,2016,17.802,1.71,0.16,1.708
"357","2020-21","Malcolm Brogdon",36,2016,15.626,4.354,1.011,4.44
"358","2021-22","Malcolm Brogdon",36,2016,15.645,4.422,1.002,4.406
"359","2022-23","Malcolm Brogdon",36,2016,15.65,4.417,1.003,4.415
"360","2023-24","Malcolm Brogdon",36,2016,15.66,4.403,1.005,4.427
"361","2020-21","Jake Layman",47,2016,7.767,0.969,0.039,0.968
"362","2021-22","Jake Layman",47,2016,7.646,0.895,0.043,0.93
"363","2022-23","Jake Layman",47,2016,7.78,0.907,0.038,0.943
"364","2023-24","Jake Layman",47,2016,7.716,0.918,0.038,0.915
